Artist,Album
Maplewood,Maplewood
Maplewood,Maplewood
Mappari,High Enough to Notice
Maps,Turning the Mind
Maps + Atlases,"Tree, Swallows, Houses"
Maps of Norway,Sister Stations 
Maps of Norway,Die Off Songbird
Maquiladora,Ritual of Hearts
Maquiladora,The Lost Works of Eunice Phelps
Maquiladora,White Sands
Maquiladora,The Lost Works of Eunice Phelps
Mar Project,Stepping Stone
Marah,Kids in Philly
Marah,Paint Breeze
Maras Donis,Altered Tunings
Marc Almond,Open All Night
Marc Almond,12 Years of Tears
Marc Almond,My Hand Over My Heart
Marc Berley,Skip It
Marc Copley,Limited Lifetime Guarantee
"Marc Ladley Trio, The",Strictly Business
Marc Ribot y Los Cubanos Postizos,¡Muy Divertido!
Marc Ribot y Los Cubanos Postizos,Marc Ribot y Los Cubanos Postizos
Marc Ribot y Los Cubanos Postizos,¡Muy Divertido!
Marc Ribot y Los Cubanos Postizos,Marc Ribot y Los Cubanos Postizos
Marc Russo,The Window
Marcel Monroe,Framed
Marcel Monroe,scenes from a checkered past
Marceo Parker,Roots And Groves
Marching Band,spark large
Marcia Ball,Live! Down the Road
Marco & The Sysma,With Blue Eagle
Marconi Union ,Distance
Marcus Foster,The Last House
Marcus Roberts,If I could Be With You
Marcus Roberts,Prayer for Peace
Marcy,Marcy
Marcy Playground,Marcy Playground
Marcy Playground,It's Saturday College Sample
Marcy Playground,Shapeshifter
Marcy Priest,Awake
Mardelay,What We've Become
Margie Lane,"Oh, To Sail Among The Whales"
"Marginal Prophets, The",Twist the Nob
"Marginal Prophets, The",Twist the Nob
Margo & The Nuclear So And So's ,The Daytrotter Sessions EP
Margo Guryan,25 Demos
Margo Guryan,Take a Picture
Margot & the nuclear so & so's,"songs from ""The dust of retreat"""
Margot and the nuclear so and so's,The Dust of Retreat
Margot and the nuclear so and so's,Animal!/Not Animal
Maria McKee,You Gotta Sin to Get Saved
Maria Sangiolo,Blue Earth
Maria Taylor,LadyLuck
Maria Taylor ,11:11
Marian McPartland,The Single Petal Of A Rose
Mariana Trench,Mariana Trench
Marianne Faithfull,Before the Poison
Marianne Faithfull,"Collection Of Her Best Recordings, A"
Marianne Fatihfull,Kissin Time
Marianne Nowottny,Manmade girl
Marilyn Manson,Disposable Teens
Marilyn Manson,Smells Like Children
Marilyn Manson,The High End of Low
Marilyn Manson,Antichrist Svperstar
Marilyn Manson,Holy Wood
Marilyn Manson,Mechanic Animals
Marilyn Manson,mObscene
Marilyn Manson,the beautiful people
Marilyn Manson,Smells Like Children
Marilyn Manson,The High End of Low
Marilyn Manson,Antichrist Svperstar
Marilyn Manson,Holy Wood
Marilyn Manson,The Golden Age of Grotesque
"Marines, The",Toys For Tots
Marinez 9,Shallow End of the Gene Pool
Marion,The World and Body
Marion,The World and Body
Marion Meadows,You Will Never Know What You're Missing
Marion Square,Draw the Line
Marissa Nadler,Little Hells
Maritime,"We, The Vehicles"
Maritime ,Glass Floor
Maritime ,Heresy and the Hotel Choir
Maritime ,Glass Floor
MariZen,Field
Mark Aaron James,Adventures With A Plastic Bag
Mark Benedickson,Lonesome Drifters
Mark Dignam,Box Heart Man
Mark Eitzel,"Caught In a Trap and I Can't Back Out 'Cause I Love You Too Much, Baby"
Mark Eitzel,West
Mark Erelli,Compass & Companion
Mark Erelli ,Mark Erelli
Mark Geary,Mark Geary
Mark Growden,Saint Judas
Mark Isham,Songs My Children Taught Me
Mark Keali'i Ho'omalu,Call It What You Like...
Mark Keali'i Ho'omalu,Po'okela Chants
"Mark Ladley Trio, The",The Mark Ladley Trio
"Mark Ladley Trio, The",Evidence
"Mark Ladley Trio, The",The Mark Ladley Trio
Mark Lanegan,I'll Take Care of You
Mark Lanegan,Field Songs
Mark Lanegan,Scraps at Midnight
Mark Lanegan,Scraps at Midnight
Mark Lanegan ,Whiskey for the Holy Ghost
Mark Lanegan ,Whiskey for the Holy Ghost
Mark Lanegan Band,Here Comes That Weird Chill
Mark Lanegan Band,Here Comes That Weird Chill
Mark Lanegan Band,Bubblegum
Mark Levy,Born to Be Wired
Mark Mallman,"Live from First Avenue, Minneapolis"
Mark Mandevile & Raianne Richards,hard times & woes
Mark Mandeville,Mark Mandeville & Old Constitution
Mark Phelps,The Land of the Blind
Mark Phelps,The Land of the Blind
Mark Ronson,Version
Mark Ronson,Version
Mark Rosenberg,On The Way Home
Mark Rudd,Go Ahead and Love on Somebody
Mark Rudd,Go Ahead and Love on Somebody
Mark Shane & Terry Blaine,With Thee I Swing
Mark Slamzkis,Modifyd
Mark Thomas Stockert,Chatelaine Saloon
Mark Tucker,In The Sack
Mark Whitfield,7th Ave Stroll
Mark Wilkinson,Let The River Run 
Markz,Markz
Marla Mase,Speak
Marla Mase,Speak
Marnie Stern,In Advance of the Broken Arm
Marnie Stern,This Is It and I Am It and You Are It and So Is That and He Is It and She Is It and It Is It and That Is That
Maroon 5,Songs About Jane
Marry Me Jane,Marry Me Jane
Marry Me Jane,Marry Me Jane
Marry Me Jane...,Tick
Mars,Everything You Want and Need
Mars Accelerator,I am the South Pole
Mars Needs Women,Sparking Ray Gun
"Mars Volta, The",The Bedlam in Goliath
"Mars Volta, The",Since We've Been Wrong
"Mars Volta, The",Amputechture
"Mars Volta, The",The Bedlam in Goliath
"Mars Volta, The",Frances the Mute
"Mars Volta, The",De-loused in the Comatorium
"Marshes, The",Fledgling
"Marshes, The",Fledgling
Martha Dumptruck,Martha Dumptruck
Martha Dumptruck,Martha Dumptruck
Martha Wainwright,Bloody Mother Fucking Asshole
Martha's Vineyard,Old Beach Road
Marti Jones,Any Kind Of Lie
Martin,one shade of love
Martin Devaney,La Mancha
Martin Devaney,La Mancha
Martin Dory,The Vanishing Act
Martin Dory,The Vanishing Act
Martin L. Gore,Counterfeit^2
Martin L. Gore,Stardust
Martin Lawrence,Boxin'
Martin Newell,The Greatest Living Englishman
Martin Posen,Triple Heater
Martin Posen,Triple Heater
Martin Sexton,Seeds
Martin Sexton,"American, The"
Martin Stephanson and the Daintless,Endurance
Martin Zellar,I Can't Believe
Martin Zellar and the Hardways,Martin Zellar and the Hardways
Martin's Folly,"Man, It's Cold"
Marty Willson Piper,Spirit Level
Marty Willson Piper,Luscious Ghost EP
Martyr Ad,On Earth as it is In Heaven
Marva Wright,Marvalous
Marvel Ann,Make Believe
Marvel Kind,mini
Marvin,Bone
Marvin,The Mandolin Man
Marvin Gaye,Compact Command Performances: 15 Greatest Hits
Marvin Gaye,What's Going On/Let's Get It On
Marvin Pontiac,the legendary greater hits
Marvin's Marvelous Mechancial Museum,Tally Hall
Marxman,All About Eve
Mary Chapin Carpenter,Shooting Straight in the Dark
"Mary Dream, The",Beautiful World
Mary Gauthier,Drag Queens in Limousines
Mary Lou Lord,Baby Blue
Mary Lou Lord,Mind the Gap
Mary Lou Lord,Got No Shadows
Mary Lou Lord,Kill Rockstars
Mary Lou Lord ,Sean Na Na
Mary My Hope,Wildman Childman
Mary Prankster,Tell Your Friends
Mary Timony,mountains
Mary's Danish,Underwater
Mary's Danish,American Standard
Maryrose Crook,Ghosts of Our Vegas Lives
Maserati,Cinemachanica | We Versus the Stack
Masha Qrella,Unsolved Remained
"Mason Affair, The",Eyes on Fire
Mason Jennings,Be Here Now
Mason Jennings,Boneclouds
Mason Jennings,In The Ever
Mason Proper,there is MOTH in your chest.
Mason Proper,olly oxen free
"Mass ""s/t""",Promotional Cd
Mass Solo Revolt,Easy Mark
Mass Solo Revolt,Easy Mark
"Mass, The",Perfecct Picture of Wisdom and Boldness
Mass. Hysteria,Waiting For the Day
Massimo Spada,L'incoronata - 1
Massive Attack,Splitting the Atom EP
Massive Attack,Teardrop
Massive Attack,Protection
Massive Attack,Safe From Harm
Massive Attack,Karmacoma
Massive Attack,Live With Me
Massive Attack,Sly
Massive Attack,Heligoland
Massive Attack,Danny The Dog
Massive Attack,Hymn of the Bigg Wheel (edit)/Daydreaming (LP version)/Mustt Mustt (Massive Attack remix)
Massive Attack,100th Window
Mastedon,It's a Jungle Out There
"Master Beat, The",Shot Gun in My Mouth
Master P,Souljas
Master P,Step to This
Master P,Ooohhhwee
Master P,"""If I Could Change"" Single"
Master P,Gameface
Master P,Bout Dat (Remix)
Master P,Thug Girl
Master P  (ft. Snoop Dogg),Poppin' Them Collars
Masters of Luxury,Welcome to Opulence
Masters of Reality,Sunrise on the Sufferbus
Masters of Reality,Welcome to the Western Lodge
Masters of the Hemisphere,Protest a Dark Anniversary
Mat Kearney,Nothing Left to Lose
Matata Ra,Matata Ra
Matchbook Romance,Stories and Alibis
Matchbook Romance,Voices 
Matchbox 20,Yourself or Someone Like You
"Matches, The",E. Von Dahl Killed the Locals
"Matches, The",A Band in Hope
Mateo Luka & the sound,love in a tornado
Material,Live in Japan
Material,Hallucination Engine
Material ,The Road to the Western Lands
Material Issue,Destination Universe
Material Issue,Freak City Soundtrack
Material Issue,Eleven Supersonic Hit Explosions
Materialissue,Goin' Through Your Purse
Materialissue,Telecommando Americano
Materialissue,Kim the Waitress
Materialissue,What Girls Want
Materialissue,Kim the Waitress
Materialissue,What Girls Want
Mates of State,All Day
Mates of State,Bring it Back
Mates of State,Team Boo
Math and Science,Math and Science
Mathew,Everybody Down
Matisyahu,Shattered
Matisyahu,The Sly & Robbie Sessions
Matisyahu,Youth
Matisyahu,Jerusalem
Matisyahu,Youth
Matisyahu,No Place To Be
Matrimony,Kitty Finger
Matt & Kim ,Grand
Matt & Kim ,Grand
Matt and Kim,Sidewalks
Matt and Kim,Matt and Kim
Matt Angus Thing,political pop
"Matt Angus Thing, The",Matt Angus
Matt Costa,Sunshine
Matt Costa,Songs We Sing
Matt Epp,Ready In Time
Matt Flinner,The View From Here
Matt Germak Band,Strangest Days
Matt Keating,Tiltawhirl
Matt Keating,Tiltawhirl
Matt McCormick,Very Stereo
Matt Nathanson,Some Mad Hope
Matt Nathanson,Car Crash
Matt Palka & the Caravan,Down The Road
Matt Pond,Winter Songs
Matt Pond Pa,People Have a Way
Matt Pond Pa,Snow Day
Matt Pond PA,Last Light
Matt Pond PA,Last Light
Matt Pond Pa,Sunlight
Matt Pond PA,Four Songs
Matt Pond PA,Emblems
Matt Pond PA,The Dark Leaves
Matt Turk,Washington Arms
Matt Wilson,"Burnt, White, and Blue"
matter of choice,Shaking Tree
Matthew Dear,"Deserter 10"""
Matthew Dear,Black City
Matthew G Davidson,Blue Forest Mass
Matthew Good,Hospital Music
Matthew Puckett,5 Dreams of Being
Matthew Ryan,Mayday
Matthew Ryan,Autumn Grin
Matthew Ryan,Mayday
Matthew Ryan,Autumn Grin
Matthew Scott,Bicycle Fence
"Matthew Shipp Duo With William Parker, The","""Zo."""
Matthew Shipp Quartet,Points
Matthew Sweet,The Ugly Truth
Matthew Sweet,Time Capsule
Matthew Sweet,Son Of A Beast
Matthew Sweet,Girlfriend
Matthew Sweet ,Altered Beast
Matthew Sweet ,I've Been Waiting
Matthew Sweet and Susanna Hoffs,Under the Covers Vol. 1
Maureen Brown,Be Close
"Mavericks, The",From Hell to Paradise
Max Cady,Wicked Ways
Max Graham,Transport 4
Max Richter,25 Postcards in Full Color
Max Roach,"members, don't git weary"
Maxeen,Hello Echo
Maxeen,Maxeen
Maxi Priest,Man With The Fun
Maxi Priest,Best Of Me
Maximo Park,Missing Songs
Maximum Balloon,Maximum Balloon
"Maxwell Implosion, The",Small Circle of Friends
Maya Azucena,maya who?!
Mayday,I Know Your Troubles Been Long
Mayday Radio,Radius of Action
Mayday Radio,the subtle divide
Mayer Hawthorne,A Strange Arrangement
Mayfair,Escape
"Mayfield Four, The",Eden (Turn the Page)
"Mayfield Four, The",Motion
"Mayfield Four, The",Fallout
"Mayflies USA, The",Summertown
Mayhem Mystics,Mayhem Mystics
mazarin,"""a tall-tale storyline"""
Mazement,True Colors
Mazzy Star,Among My Swan
MC Eiht,Thicker Than Water
MC EIHT,Automatic
MC EIHT,Last Man Standing
MC Frontalot,Zero Day
MC Honky!,I Am The Messiah
MC Lars,The Graduate
MC Ren,Mad Scientist
MC Ren,The Willain in Black
MC Yummy,Stacy
McCarthy Trenching,Calamity Drenching
"McCarthy/Young Experience, The",Nothing Gold Stays
McCoy Tyner Big Band,The Turning Point
Mclusky,Mclusky Do Dallas
Mclusky,The Difference Between You And Me
McTom,Lifestyles of a Schizophrenic
MDFMK,MDFMK
MDM,MDM
ME,It Must Suck To Be You
Me,You Got It Half Right
Me First and the Gimme Gimmes,Take A Break
Me First and the Gimme Gimmes,Love Their Country
Me First and the Gimme Gimmes,Blow in the Wind
Me First and the Gimme Gimmes,Are a Drag
Me First and the Gimme Gimmes,Have a Ball
Me First And The Gimme Gimmes,I Believe I Can Fly
Me Phi Me,Sad New Day
Me Phi Me,Black Sunshine
Me Phi Me,One
Me Phi Me,Pu' Sho Hands 2Getha
Me'Shell Ndegéocello,Leviticus: Faggot
Me'Shell Ndegéocello,Peace beyond passion
Me'Shell Ndegéocello,Plantation Lullabies
Mea Culpa,They Put You in a Mask
Meaghan Smith,The Cricket's Quartet
"Meanies, The",10% Weird
Means of Approach,Means of Approach
Meat and Meat Byproducts ,Waterdog
Meat Beat Manifesto,Prime Audio Soup
Meat Beat Manifesto,at the center
Meat Beat Manifesto,Original Fire
Meat Beat Manifesto,RUOK?
Meat Beat Manifesto,Actual Sounds + Voices
Meat Beat Manifesto,Subliminal Sandwich
Meat Katie,Beyond the Darkness
Meat Puppets,No Joke
Meat Puppets,Forbidden Places
Meat Puppets,Too High To Die
Meat Puppets,Backwater
Meat Puppets,Live in Montana
Meatbox,"Yum, Yum..."
Mecca Normal,Who Shot Elvis?
Mecca Normal,The Eagle & The Poodle
"Medea Connection, The",The Bell Ringer
Medeski Martin & Wood,Combustication
Medeski Martin & Wood,Tonic
Medeski Martin & Wood,The Dropper
Medeski Martin & Wood,End of the World Party (Just In Case)
Medeski Martin & Wood,Combustication Remix EP
Medeski Martin & Wood,Friday Afternoon in the Universe
Medeski Martin and Wood,bubblehouse
Medeski Martin and Wood,Last Chance To Dance Trance (perhaps) Best Of (1991-1996)
Medeski Martin and Wood,Uninvisible
Medicine,The Mechanical Forces of Love
Medicine,Her Highness
Medicine,Sounds of Medicine
Medicine Drum,Supernature
Medicine Drum,Talking Stick
Medicine Drum,Original Face
Medicine Men,Keepers of the Sacred Fire
Medicine Mike,Just What The Doctor Ordered
Medicine Pipe,Crucifixation
Medicinne,shot Forth Self Living
meeky rosie,forever
méem,go go smear the poison ivy
Meg Hentges,Brompton's Cocktail
Meg Hentges,Tattoo Urge
Meg Hutchinson,The Living Side
Meg Hutchinson,Come Up Full
Megadeth,Set Me Free (A Tout Le Monde)
Megadeth,Foreclosure of a Dream
Megadeth,The System Has Failed
Megadeth,Youthanasia
Megadeth ,United Abominations
Megadeth ,United Abominations
Megapuss,Surfing
Megazilla,"Please, Please, Sorry, Thank You"
Meghan Elliot,Meghan Elliot EP
"Meices, The",The Meices
"Meices, The",Dirty Bird
"Meices, The",Tastes Like Chicken
"Meices, The",The Meices
"Meices, The",Dirty Bird
"Meices, The",Tastes Like Chicken
"Mekons, The",F.U.N. '90
Mel Waiters,Got My Whiskey
Mel Waiters,Hit It and Quit It
Mel Waiters,Hole In The Wall
Mel Waiters,Let Me Show You How To Love
Mel Waiters,Woman in Need
Mel Waiters,Material Things
Mel Waters,Let Me Show You How to Love
Mel Watiers,She Ain't Drunk
Melanie C,Northern Star
"Melismatics, The",Rising Tide
"Melismatics, The",Postmodern Rock
"Melismatics, The",Mania!
"Melismatics, The",Mania!
"Melismatics, the",New Infection
"Melismatics, The",Turn It On
Melissa B,What Your Started
Melissa Etheridge,Come to my Window
Melissa Etheridge,I will never be the same
Melissa Etheridge,Brave and Crazy
Melissa Etheridge,never enough
Melissa Etheridge,breakdown
Melissa Ferrick,Freedom
Melissa Warner,Orange
Mellow Man Ace,Mellow Man Ace
mellowdrone,a demonstration of intellectual property
mellowdrone,go get 'em tiger.
"Melody Unit, The",Songs for the New American Century
Melony,Satisfaction
Melpo Mene,Behind the Trees
Melrose Place,The Music
Melting Hopefuls,Space Flyer
Melvin & the Have-Nots,Save the Rain Forest feat. Larry King
Melvins,Houdini
Melvins,the crybaby
Melvins,Lizzy
Melvins,Stag
Memento Mori,"Life, Death, and Other Morbid Tales"
Memento Mori,"Life, Death, and Other Morbid Tales"
"Memory Band, The",Blackwaterside
Memory Dean,Shake It Up
Memory House,The Years
Memory House,The Years
Memory Tapes,Player Piano
Memory Tapes,Player Piano
Memory Vloud,Moa
Memoryhouse,The Slideshow Effect
Memoryhouse,The Slideshow Effect
Memphis Minnie,Hoodoo Lady(1933-1937)
"Men They Couldn't Hang, The",Silver Town
Men to Buru,No Dancing Please!
Men Women & Children,Men Women & Children
"Men, The",The Men
Mensclub,Radio EP
MensClub,comin' to take you away
menswe@r,nuisance
Mentallo & The Fixer,Burnt Beyong Recognition
Mentallo & The Fixer,Continuum
Mentallo and the Fixer,Algorythum
Mentello & The Fixer,Where Angels Gear To Tread
Mentello & The Fixer,Where Angels Gear To Tread
Menthol,Stress is Best
Menthol Hill,disfigured five
Mephiskapheles,Maximum Perversion
Mephiskapheles,Might-Ay White-Ay
Mephisto Odyssey,The Lift EP
Mephisto Odyssey,"Listen, Experience, Connect"
Mephisto Odyssey,The Deep Red Connection
Mercedes,It's Your Thing
Mercury,Bronx Cheer
Mercury Program & Maserati,Confines of Heat
"Mercury Program, The",From The Vapor of Gasoline
"Mercury Project, The",Luckie Strike
Mercury Reu,The Secret Migration
Mercury Rev,Boces
Mercury Rev,Goddess on a Hiway
Mercury Rev,See You On The Other Side
Mercury Rev,Deserter's Songs
Mercury Rev,snowflake midnight
"Mercy Beat, The",Shine
Mercy Creek,Bonfire of Vanities
Mercy River,BOG
Mercy Rule,Providence
Mercyful Fate,In the Shadows
Mercyland,Spillage
Mercyless,Abject Offerings
Merdeith Bragg & the Terminals,Vol. 1
"Merediths, The",A Closed Universe
Meri Saunders,Blues From the Rainforest
Meri Saunders,Blues From the Rainforest
Merit.,When We Fight
Merl Saunders & The Rainforest Band,Live
Merl Saunders & The Rainforest Band,Live
Merl Saunders & The Rainforest Band,It's in the air
Merle Haggard,If I Could Only Fly
Merle Haggard,Roots Volume 1
Merlin,Merlin
"Mermen, The",Food For Other Fish
Merrick,Drive Around a lot Hard and Fast Driving Club
Merrick,Drive Around a lot Hard and Fast Driving Club
Merrie Amsterburg,Season of Rain
Merrily and the Poison Orchard,Time and Hell
"Merrymakers, The",Bubblegun
Mersey Side,Step to Where it Shines
Meryn Cadell,Window of Opportunity
mesh,Maybe Tomorrow
Meshell Ndegeocello,Comfort Woman
Meshell Ndegeocello,bitter
Meshell Ndegeocello,Peace Beyond Passion
Mess,Pretty Ugly
Messiah,Thunderdome
Messiah,Temple of Dreams
messiah,Twenty First Century Jesus
Mest,Mest
Mest,Wasting Time
Met City,Met City
Metachoral Visions,Computer Music by Larry Kucharz
Metal ,Alvin 
Metal ,Alvin 
Metal Church,Hanging in the Balance
Metal Hearts,socialize
Metal Molly,Surgery for Zebra
Metal Pistol,Magnum Force
Metalheadz ,Platinum Breakz II
Metallica,Reload
Metallica,King Nothing
Metallica,Load
Metallica,St. anger
Metallica,Garage Inc.
Method of Groove,448 Pearl
Methods of Mayhem,Methods of Mayhem
Metric,Fantasies
Metro,M909.com
Metro Station,Metro Station
Metro Stylee,Soul Garage Ska
metroscene,first light at last orders
Metroschifter,Shipping News
